change_id,table_name,record_id,column_name,old_value,new_value,changed_by,changed_at,action
4494,products,1317,PRICE,2410.81,2365.16,1687.0,2025-12-16 20:03:41,UPDATE
5179,,2030,price,435.57,411.99,941.0,2025-07-20 15:28:56,UPDATE
8363,employees,485,,37130,44283,2864.0,2024-06-16 16:48:14,UPDATE
9720,products,2075,price,4006.18,3735.42,1856.0,2024-02-26 01:57:34,UPDATE
1604,products,3626,price,312.81,329.67,1750.0,2025-06-29 07:58:12,UPDATE
8912,,2000,price,415.11,448.89,1220.0,2025-06-01 10:26:32,UPDATE
4370,products,5158,price,975.18,,619.0,2025-11-14 02:14:46,Update
7955,employees,1446,salary,51561,60146,2887.0,2024-12-02 15:29:11,UPDATE
8070,Employees,2907,salary,51973,56233,1501.0,2025-03-14 12:45:55,UPDATE
20,,1200,price,1557.5,1661.93,1506.0,2026-01-29 18:37:26,UPDATE
4803,Employees,211,salary,48234,53038,276.0,2025-01-01 12:46:36,UPDATE
1893,products,750,price,2958.28,3142.15,2088.0,2024-11-21 15:05:57,UPDATE
5034,employees,1071,salary,72971,78731,,2025-12-30 06:08:32,UPDATE
4619,products,3369,price,1576.58,1678.6,2.0,2024-06-13 21:41:21,UPDATE
2388,PRODUCTS,911,price,4620.93,4745.51,2962.0,2025-04-17 23:51:23,UPDATE
9485,products,466,price,3374.85,3373.5,692.0,2025-07-30 11:48:48,UPDATE
6485,products,3988,price,4855.99,5340.57,1311.0,2025-05-02 23:57:16,UPDATE
8978,employees,1950,salary,,74103,289.0,2025-02-26 01:44:58,UPDATE
7710,products,1515,price,4626.09,4667.36,2799.0,,UPDATE
3429,products,1637,price,3248.74,3501.29,89.0,2025-10-03 22:36:10,UPDATE
3728,,591,salary,46209,49949,1503.0,2024-05-16 11:43:00,Update
3590,products,3283,price,1064.99,1019.82,1258.0,2024-04-19 00:29:40,UPDATE
8982,products,3686,price,4121.28,3949.66,2021.0,2025-05-20 00:30:18,
8797,employees,413,salary,36482,43645,1267.0,2024-11-25 01:22:47,UPDATE
5896,employees,2056,salary,78522,93894,56.0,2026-01-12 01:30:55,
58,employees,1244,salary,67113,75271,2965.0,2025-08-10 11:01:18,UPDATE
186,products,4441,price,4204.55,3949.86,1641.0,2024-07-28 07:30:40,UPDATE
8519,products,1105,price,4276.62,4389.4,1912.0,2025-05-29 05:34:36,UPDATE
1176,employees,2622,salary,41422,49615,2200.0,2025-04-01 01:18:26,
4841,employees,985,salary,38332,42847,1967.0,2025-08-28 12:39:17,UPDATE
8178,employees,1171,salary,77182,84872,1854.0,2024-08-06 07:32:27,UPDATE
4711,products,705,price,3053.49,3126.48,884.0,2026-01-15 22:12:31,UPDATE
8367,products,5142,price,4630.61,4831.52,1385.0,2025-03-08 03:55:38,UPDATE
6319,products,2565,price,597.22,564.49,1674.0,2025-08-09 11:04:32,UPDATE
6916,employees,1702,Salary,61476,70176,332.0,,UPDATE
6507,products,2322,price,4357.02,4292.28,1005.0,2025-04-17 01:12:10,UPDATE
9525,employees,1487,salary,76127,82247,2153.0,2024-07-26 00:55:43,UPDATE
3054,employees,1218,salary,66222,70312,2803.0,2024-10-05 09:36:12,UPDATE
7544,products,1229,price,3828.56,3733.26,1836.0,2025-08-22 12:50:44,UPDATE
9128,products,772,price,3233.27,3289.22,324.0,2025-03-22 01:55:42,UPDATE
7442,products,457,PRICE,4276.99,4146.67,1376.0,2024-08-31 11:57:51,UPDATE
9500,products,478,price,2423.58,2328.39,641.0,2025-02-09 01:00:29,UPDATE
2936,,3360,PRICE,1172.98,1205.21,1373.0,2024-06-03 15:33:53,UPDATE
1352,employees,2839,salary,50634,59751,2627.0,2024-06-27 01:16:12,UPDATE
4163,products,4680,price,3189.01,2993.41,655.0,2025-04-19 21:06:49,UPDATE
88,products,581,Price,1357.28,1278.79,79.0,,UPDATE
3940,EMPLOYEES,600,salary,43203,45616,1613.0,2025-03-01 03:39:22,
6973,employees,1974,salary,37179,41077,2166.0,2024-10-30 21:43:57,UPDATE
3741,employees,2801,salary,42796,50485,591.0,2024-12-24 19:03:55,
8945,products,5509,price,2770.71,3035.15,2.0,2024-03-20 23:58:50,UPDATE
150,employees,2819,salary,73222,86002,1882.0,2025-04-30 19:18:04,UPDATE
3857,products,2523,price,3545.46,3778.27,75.0,2024-06-18 12:52:56,UPDATE
9176,employees,131,,30395,34829,599.0,2025-10-12 09:22:06,update
7710,products,1515,price,4626.09,4667.36,2799.0,,UPDATE
1456,employees,2944,salary,30196,34872,2475.0,2026-02-05 13:50:05,UPDATE
2042,employees,2232,salary,33725,38366,421.0,2024-06-05 16:43:09,UPDATE
9318,products,707,price,4064.76,4365.35,891.0,,UPDATE
9445,,5440,price,2570.1,2394.67,,2025-06-07 11:54:38,
5608,,3676,price,2253.91,2103.87,2029.0,2025-12-11 22:14:35,UPDATE
3341,products,3284,price,4564.35,4895.31,1850.0,2025-11-10 12:52:42,UPDATE
2524,products,5584,price,4597.82,4399.59,,2025-05-14 20:49:20,UPDATE
3703,products,285,price,171.09,177.12,696.0,2025-03-25 11:32:12,UPDATE
9541,employees,1415,salary,67897,78075,120.0,2025-11-07 05:11:49,UPDATE
7313,products,689,price,,3365.73,2525.0,,UPDATE
9446,products,2186,price,2488.5,2469.85,1568.0,2025-06-05 15:00:21,UPDATE
8801,products,5803,price,2174.87,2292.92,49.0,2024-05-28 07:22:09,UPDATE
5432,employees,1037,salary,61204,70287,1011.0,2025-03-10 23:02:57,UPDATE
1913,products,4423,PRICE,3004.68,2980.6,1825.0,2025-01-29 03:12:25,UPDATE
2829,products,1900,price,690.72,750.92,962.0,2025-02-27 06:26:39,UPDATE
7815,products,5224,price,,3933.94,2406.0,2024-01-31 04:15:29,UPDATE
6312,employees,2448,salary,67636,73520,90.0,2024-04-02 21:08:48,update
548,products,47,price,1254.88,1338.07,578.0,2025-12-01 19:59:30,update
4542,products,3590,price,159.91,164.64,1535.0,2025-04-29 01:54:15,UPDATE
8278,employees,1249,salary,70836,83207,2687.0,2024-03-31 03:32:40,UPDATE
4937,products,4893,price,3209.35,2922.99,2033.0,2024-01-07 06:20:13,UPDATE
9844,products,361,price,842.51,849.63,1982.0,2025-11-23 20:54:37,UPDATE
2084,employees,2184,salary,31967,34141,286.0,2025-05-31 12:50:03,UPDATE
9056,products,2364,price,3436.33,3775.19,2459.0,2024-09-27 19:43:40,UPDATE
2419,products,5045,price,3434.32,3118.53,359.0,2025-07-13 03:58:06,UPDATE
7237,products,2787,price,1266.71,1318.62,290.0,2025-05-31 14:44:04,UPDATE
2828,products,2912,,2976.3,3065.78,1249.0,2025-10-16 01:34:43,UPDATE
809,Products,785,price,775.73,753.6,476.0,2025-08-05 09:50:59,UPDATE
5873,products,740,price,3221.72,3272.64,2878.0,2024-12-10 10:29:27,UPDATE
1303,,3079,price,104.23,99.75,1484.0,2024-06-08 16:44:10,UPDATE
4258,products,459,price,,5401.85,2844.0,2025-12-09 19:46:16,UPDATE
8718,Products,5744,price,4003.46,3615.9,2981.0,2025-03-16 02:45:13,
8392,products,3524,price,2097.76,1909.37,1740.0,2026-02-10 00:44:35,UPDATE
8870,products,3224,price,566.09,543.02,1270.0,2025-09-02 01:08:58,UPDATE
5442,products,1369,price,1388.76,1316.47,2725.0,2025-02-13 20:04:14,UPDATE
5018,products,2326,price,1330.46,1384.25,1927.0,2025-09-18 00:37:11,UPDATE
1167,products,2887,,2332.39,2284.22,930.0,,UPDATE
6834,products,515,price,311.65,284.68,1786.0,2024-02-12 00:17:18,update
1886,products,4626,price,1592.0,1709.43,2653.0,2025-05-28 21:03:23,UPDATE
429,PRODUCTS,3940,PRICE,2643.0,2851.68,2236.0,2024-09-17 23:13:00,UPDATE
8273,products,472,price,735.56,753.51,2459.0,2024-06-23 11:43:59,UPDATE
3132,employees,2376,salary,43907,47798,1724.0,2025-12-07 23:37:59,UPDATE
6565,products,3913,price,4659.14,4925.63,2863.0,2024-04-09 22:02:01,UPDATE
4859,products,4315,price,1931.5,2073.51,32.0,2025-11-28 00:50:46,UPDATE
1385,products,1209,Price,4306.42,4718.97,,2025-07-07 08:35:57,UPDATE
4253,products,1316,price,3797.88,,589.0,2025-02-20 02:50:37,UPDATE
1725,products,2891,price,1778.31,1683.1,2411.0,2024-04-14 05:31:42,UPDATE
8098,products,5599,price,2279.06,2216.58,613.0,2026-01-28 04:08:50,UPDATE
8908,products,4562,price,2173.69,2334.93,2189.0,2024-09-05 11:00:38,UPDATE
5706,products,2943,price,4317.46,4095.48,742.0,2025-05-28 02:05:50,UPDATE
8833,employees,2986,salary,71591,84864,2377.0,2024-07-17 15:13:23,UPDATE
8057,products,1072,price,1406.07,1541.9,838.0,2024-02-19 01:23:54,UPDATE
4424,products,461,price,2617.14,2672.11,1183.0,2024-04-22 03:33:10,Update
4897,products,5163,price,1855.04,1813.61,2047.0,2025-03-29 17:43:57,UPDATE
9538,products,2198,price,1642.2,1502.96,1899.0,2025-05-13 12:52:32,UPDATE
6387,employees,2332,salary,59328,68902,1231.0,,UPDATE
8000,products,3350,price,4092.45,4314.6,1761.0,2024-08-20 07:02:12,UPDATE
1951,products,92,price,1947.69,2104.42,2699.0,2024-01-22 06:38:09,UPDATE
8411,Products,3098,,3868.47,3686.02,764.0,2025-06-02 07:48:49,UPDATE
1991,Products,1299,price,4624.77,4595.46,106.0,2024-04-07 05:39:50,
7484,employees,181,salary,72071,75834,2093.0,2025-09-14 19:47:22,UPDATE
7684,PRODUCTS,2953,price,4260.67,4412.91,2503.0,2025-02-12 03:16:48,UPDATE
8146,employees,1925,salary,52321,56113,1014.0,2024-02-29 13:02:38,UPDATE
475,employees,1116,salary,,75545,1952.0,2024-03-10 12:32:55,UPDATE
761,employees,1581,salary,46267,51106,1323.0,2024-01-03 23:10:35,UPDATE
5916,products,1928,price,4910.95,4898.05,1968.0,2024-07-29 03:56:24,UPDATE
7788,PRODUCTS,4459,price,3186.51,3330.7,794.0,2026-01-08 17:29:29,UPDATE
675,products,1049,,4122.9,4305.31,346.0,2024-03-18 13:07:27,UPDATE
6718,products,5633,price,2709.63,2532.31,1527.0,2024-05-29 02:42:52,UPDATE
4431,products,989,price,213.1,227.72,820.0,2024-07-05 06:00:10,UPDATE
4842,products,3431,,3137.06,3138.34,2584.0,2024-07-21 19:16:55,
6422,products,282,price,3922.94,4101.21,2263.0,2024-06-27 06:40:55,UPDATE
1274,products,1062,price,2510.1,2635.82,2814.0,2025-02-14 16:01:29,UPDATE
2408,employees,664,salary,35923,41561,2105.0,2025-07-29 18:17:37,UPDATE
1746,products,5528,price,4822.82,5108.28,2243.0,2026-01-15 01:18:43,UPDATE
4341,products,3921,price,1379.54,1450.42,766.0,2024-01-23 22:58:16,UPDATE
6880,products,199,price,2202.23,2237.34,2346.0,2025-04-05 17:59:25,UPDATE
5598,products,5417,price,3820.64,4069.18,525.0,2025-08-24 16:44:26,UPDATE
2321,products,5565,,2654.93,,88.0,2025-09-02 07:20:03,UPDATE
1498,employees,1748,salary,30275,32973,1323.0,2025-04-14 03:34:43,UPDATE
1062,products,4883,price,4423.5,4805.75,103.0,2024-09-28 14:20:29,UPDATE
9590,,4703,price,,3578.7,1990.0,2024-01-24 14:58:23,UPDATE
1665,products,3682,price,2360.59,,98.0,2024-05-31 02:50:07,
3947,PRODUCTS,3988,price,285.77,266.67,1061.0,2024-09-16 05:01:41,UPDATE
2111,products,2903,price,3352.18,3343.2,1429.0,2024-10-01 14:48:13,UPDATE
6994,products,1231,price,1661.33,1731.17,393.0,2025-11-10 22:53:18,UPDATE
9687,products,3991,price,583.37,622.68,2475.0,2024-08-30 18:12:18,UPDATE
9906,products,5778,price,1174.09,1188.19,507.0,2025-10-09 01:44:57,UPDATE
8267,products,3436,price,,567.44,2091.0,2025-02-01 09:36:22,update
8532,employees,1574,salary,30943,35103,1442.0,2025-09-10 06:19:08,UPDATE
1038,,5579,price,4913.57,4775.59,2039.0,2024-08-01 11:00:44,UPDATE
3161,products,4391,PRICE,3199.95,3420.8,2572.0,2025-10-21 22:47:48,UPDATE
3907,products,5083,price,2234.44,2235.37,1607.0,,UPDATE
4002,employees,2413,salary,66950,77960,2180.0,2025-06-07 08:48:15,UPDATE
981,products,5165,price,3203.63,3196.8,1004.0,2024-11-26 20:15:28,update
1883,products,4791,price,4740.86,4360.91,635.0,2025-04-30 17:03:11,UPDATE
7786,PRODUCTS,500,price,1551.87,1667.15,703.0,2024-08-12 16:27:48,UPDATE
5042,products,2908,price,2803.51,2716.37,,2026-01-09 10:24:50,UPDATE
2691,employees,2021,salary,79821,84525,2523.0,2024-06-02 18:23:04,UPDATE
6468,products,5799,price,3030.51,3290.24,2582.0,2025-07-10 08:19:59,UPDATE
4707,products,2443,price,1270.47,1356.7,2341.0,2025-12-08 10:01:11,UPDATE
3896,products,3010,price,747.9,798.96,2358.0,2025-06-04 20:01:28,UPDATE
4665,products,2316,price,305.13,304.83,1162.0,2025-08-02 21:29:08,UPDATE
4794,employees,2155,Salary,40992,44859,1692.0,2024-11-28 23:15:35,UPDATE
8073,products,1199,price,2113.46,2049.43,2347.0,2026-01-19 06:07:53,UPDATE
2317,products,1519,price,1886.91,1797.91,1861.0,2025-12-12 19:39:40,UPDATE
5510,products,3860,price,2127.66,1983.97,2392.0,2024-06-21 02:46:57,UPDATE
7139,products,3351,price,2397.01,,1375.0,2024-08-19 08:54:49,UPDATE
5502,EMPLOYEES,2974,salary,47238,53640,13.0,2025-09-18 09:00:00,UPDATE
4067,products,4873,price,873.62,881.58,491.0,2024-09-22 13:01:29,UPDATE
8936,products,2927,price,2213.61,2192.78,20.0,2024-12-08 17:56:49,UPDATE
1214,employees,580,salary,72904,77505,208.0,,
2719,products,4153,price,1910.58,1968.17,960.0,2024-10-18 23:34:26,UPDATE
3932,,2715,salary,75730,85491,2242.0,2024-06-20 21:42:32,UPDATE
9095,products,3962,price,4198.03,4110.15,227.0,2026-01-20 03:43:38,UPDATE
8802,products,765,price,3284.86,3333.67,987.0,2025-11-17 21:15:55,UPDATE
7527,products,3491,price,3534.23,3580.58,2714.0,2024-04-15 10:56:26,UPDATE
3760,employees,2970,salary,56347,59515,,2025-01-20 19:32:35,UPDATE
9005,products,5426,Price,115.46,125.25,2067.0,2024-11-10 06:54:32,UPDATE
8926,products,3998,price,4995.06,5236.92,2824.0,2025-05-13 22:54:03,UPDATE
9080,products,4244,price,3212.3,3399.16,838.0,2025-08-28 07:02:37,UPDATE
7056,Employees,728,salary,52892,57216,1206.0,2025-12-29 23:55:46,UPDATE
580,Products,2931,price,1547.06,1630.74,999.0,2025-05-06 00:34:54,UPDATE
374,products,1123,price,527.78,507.3,2141.0,2025-12-06 21:58:52,UPDATE
2351,employees,938,salary,,75147,2198.0,2026-02-09 12:21:59,UPDATE
1642,PRODUCTS,3191,price,2239.29,2058.69,731.0,,UPDATE
4809,products,4915,price,4809.06,4985.23,392.0,2026-01-25 16:45:46,UPDATE
1395,products,4953,price,754.24,821.02,553.0,2025-12-28 14:21:26,UPDATE
274,products,2556,price,4570.63,4587.43,1247.0,2024-08-15 22:28:12,UPDATE
3905,employees,1720,salary,51149,57676,1085.0,,UPDATE
7523,employees,1177,salary,44455,,93.0,2024-05-19 09:49:49,UPDATE
8275,products,4616,PRICE,3008.45,3225.24,1592.0,2025-07-01 22:12:02,UPDATE
1198,employees,854,salary,60441,69435,1877.0,2024-03-30 17:01:21,UPDATE
8366,products,2660,price,3730.22,4051.02,2009.0,2024-01-24 08:22:38,update
3392,products,3273,price,3352.1,3160.62,2928.0,2025-02-18 10:43:58,UPDATE
6474,products,5786,price,4514.01,4349.87,2699.0,2025-12-09 03:31:11,UPDATE
6371,products,3950,price,221.6,230.43,390.0,2024-11-08 20:03:03,UPDATE
3262,products,1242,price,4933.79,4990.96,2486.0,2024-01-15 21:57:57,
7618,products,5676,price,1897.24,1749.95,2845.0,2025-02-13 22:35:48,UPDATE
6797,employees,1231,salary,67192,80364,2080.0,2024-03-14 17:53:06,UPDATE
5953,employees,2368,salary,30066,35761,272.0,2025-10-25 01:51:57,UPDATE
680,products,4021,price,2860.75,2944.17,957.0,2024-05-01 23:52:07,UPDATE
1160,products,4090,price,4587.93,4481.66,2679.0,2025-08-07 01:21:04,UPDATE
1574,employees,2918,salary,43984,51833,103.0,2025-06-25 18:10:23,UPDATE
2183,products,4013,price,1929.71,2052.59,1863.0,2024-09-26 07:01:35,UPDATE
2044,employees,1796,Salary,68461,76206,1389.0,2024-10-12 03:46:00,UPDATE
7446,products,5328,price,3972.96,,2398.0,2025-04-01 17:26:12,UPDATE
5235,employees,1190,salary,55259,61704,282.0,2025-09-20 23:20:20,UPDATE
2462,products,5628,price,2646.55,2549.2,2877.0,2025-06-21 13:07:59,UPDATE
6248,products,2737,price,4796.74,4430.92,1959.0,2024-07-26 02:05:47,UPDATE
2130,products,5657,price,1588.77,1658.67,864.0,2024-09-01 16:02:37,
3433,employees,628,salary,30717,35495,397.0,2026-02-08 15:43:24,UPDATE
4116,employees,363,salary,78329,86916,,2024-02-06 19:26:27,UPDATE
5663,employees,57,salary,48237,55665,1113.0,2024-01-31 03:07:40,UPDATE
8537,products,3070,price,3732.29,3870.87,659.0,2024-04-25 18:57:42,UPDATE
4342,products,4701,price,4231.08,3951.45,945.0,2025-08-04 06:01:43,UPDATE
7972,employees,1789,salary,59265,63824,,2024-02-11 03:02:02,UPDATE
4138,products,3419,price,3082.29,3002.75,1628.0,2025-12-07 05:30:44,UPDATE
2488,employees,2319,salary,58266,67409,858.0,,Update
8659,employees,494,salary,42743,50638,2424.0,2025-04-23 17:35:11,UPDATE
7988,Products,3797,price,3271.22,3185.07,2432.0,2024-11-14 05:20:34,UPDATE
6305,products,2800,price,167.22,153.22,,2026-01-03 04:35:07,UPDATE
1852,products,3312,price,2947.95,2933.82,2415.0,2024-02-20 04:07:30,UPDATE
135,products,1507,price,3883.99,4055.61,2237.0,2025-01-10 20:17:28,UPDATE
265,products,2673,price,1387.01,1264.05,2978.0,2024-09-02 07:13:31,UPDATE
2078,products,5624,price,3776.58,3820.76,1484.0,2025-03-28 20:03:10,UPDATE
5595,products,4497,price,4256.63,4280.28,1509.0,2024-03-13 20:14:30,
4746,products,4884,price,978.07,1038.59,1593.0,2025-09-05 09:48:39,Update
3702,products,2497,price,3347.25,3223.75,1984.0,2024-04-24 03:58:38,UPDATE
4700,products,3711,PRICE,2769.57,2717.4,437.0,2024-03-05 08:15:45,UPDATE
6212,employees,2976,salary,59350,68883,340.0,2025-06-17 23:58:21,UPDATE
7249,employees,2237,salary,58896,69149,2288.0,2024-03-02 22:44:26,UPDATE
1443,employees,17,,47472,51999,916.0,2024-09-06 06:53:20,UPDATE
5211,,3857,price,2029.95,1998.16,1032.0,2024-11-12 16:33:15,UPDATE
9589,PRODUCTS,2097,price,4063.28,,297.0,2024-04-22 12:37:04,UPDATE
6280,employees,1362,salary,54082,56958,1142.0,2025-11-28 11:00:47,UPDATE
4723,products,1966,price,2872.06,3056.89,1065.0,2025-03-10 04:36:53,UPDATE
6921,,547,price,1123.64,1210.32,1178.0,2024-04-30 05:51:27,UPDATE
8327,products,4479,price,4989.33,5286.68,86.0,2025-10-10 08:27:21,UPDATE
92,products,4543,price,1324.58,1309.19,406.0,2025-03-23 14:23:03,UPDATE
1170,products,3824,price,643.81,612.46,1538.0,2024-11-27 03:13:14,UPDATE
380,employees,1714,salary,79209,83361,215.0,2025-04-21 18:56:19,UPDATE
7829,products,2301,price,1071.74,1107.89,,2024-01-25 01:13:09,UPDATE
8654,employees,384,salary,76729,84811,2092.0,2025-11-03 12:15:00,UPDATE
2334,products,252,price,2052.42,,1033.0,,UPDATE
2072,,267,salary,70298,79642,2437.0,2024-05-12 05:57:22,UPDATE
20,,1200,price,1557.5,1661.93,1506.0,2026-01-29 18:37:26,UPDATE
6874,,2297,price,2053.5,2172.26,822.0,2025-04-29 06:23:20,update
2160,employees,1498,salary,58015,,1712.0,2024-02-07 23:50:33,UPDATE
6626,products,5756,price,1108.05,1150.1,1048.0,2025-07-12 10:10:28,
1833,PRODUCTS,1109,price,2405.75,2626.09,2921.0,2024-05-13 03:22:43,UPDATE
4064,employees,1183,salary,56678,65744,1524.0,2025-09-24 08:43:05,UPDATE
7430,employees,1504,salary,52128,57131,87.0,2024-11-01 08:47:35,UPDATE
6064,employees,2298,salary,,34525,1591.0,2024-12-02 18:20:07,UPDATE
7299,Products,224,price,2136.53,2285.38,298.0,2025-06-28 18:20:34,UPDATE
6743,Products,2741,price,1157.9,1093.67,1944.0,2024-06-24 10:36:31,UPDATE
5412,employees,2186,salary,36429,39726,1823.0,2025-07-09 00:36:10,
1786,products,4349,price,1943.42,1836.65,2254.0,2024-12-24 15:00:51,UPDATE
56,products,182,price,3801.57,3847.92,2094.0,2025-11-02 19:13:24,UPDATE
8948,employees,2045,salary,79505,85206,1788.0,2024-06-08 22:22:22,UPDATE
1667,products,5475,PRICE,,2020.11,2267.0,2025-01-26 17:21:59,UPDATE
5314,products,4834,price,1275.48,1345.82,899.0,2025-11-15 03:26:15,UPDATE
6287,employees,1202,salary,71241,84953,1632.0,2025-08-10 22:15:44,UPDATE
4412,employees,2261,salary,53626,57437,1941.0,2025-04-30 21:50:59,UPDATE
408,products,43,price,1960.02,1986.22,779.0,2024-08-31 09:26:28,UPDATE
7263,,5314,price,2317.77,2535.85,1153.0,2026-01-24 00:53:08,UPDATE
9620,products,5813,PRICE,4277.84,3932.66,65.0,2024-11-25 05:40:23,UPDATE
6723,employees,1720,salary,68272,,1849.0,2024-09-21 22:15:10,UPDATE
244,products,3496,price,4061.37,3704.52,2052.0,2025-11-16 03:34:35,UPDATE
2238,employees,1650,salary,57419,65379,2297.0,2024-09-13 11:09:02,UPDATE
5048,products,111,price,312.8,297.26,462.0,2025-12-17 20:01:55,UPDATE
2088,products,3902,price,4793.33,5210.66,1416.0,2024-05-31 07:44:18,UPDATE
1947,products,2876,price,3734.82,3989.67,2987.0,2025-09-07 00:34:38,UPDATE
6188,products,3459,price,3396.41,3082.52,1368.0,2024-06-17 04:30:59,UPDATE
2706,products,733,price,984.09,891.42,,2024-11-26 05:20:13,UPDATE
1225,products,5624,price,4858.77,4952.62,1449.0,2025-04-05 03:14:13,UPDATE
5620,products,4483,,573.7,545.89,,2024-10-10 18:17:37,UPDATE
210,products,2523,price,2433.33,,2947.0,2024-02-06 15:25:23,UPDATE
649,EMPLOYEES,65,salary,,,138.0,2026-02-10 19:11:38,UPDATE
71,,615,salary,34363,39212,1055.0,2024-01-16 02:22:38,UPDATE
495,products,110,price,1457.64,1504.32,1428.0,2025-10-05 05:07:13,UPDATE
1472,products,2744,price,,2288.37,,2024-01-22 15:11:51,UPDATE
8167,products,3001,price,,2472.32,1457.0,2024-01-26 20:35:40,UPDATE
3574,products,5470,price,,3686.69,5.0,2024-05-08 21:13:49,UPDATE
9939,products,1809,price,2730.78,,12.0,2024-03-11 04:10:47,UPDATE
8765,employees,886,salary,69346,79394,905.0,2025-02-18 15:43:55,UPDATE
3603,products,4244,price,2441.5,2628.36,123.0,2024-06-06 17:51:37,UPDATE
4345,products,1499,price,411.33,420.24,1433.0,2024-04-28 23:30:09,UPDATE
6987,products,1012,price,3285.41,3386.69,2751.0,2025-02-27 17:23:24,UPDATE
5804,products,1548,price,3220.93,3143.66,1800.0,2024-08-06 01:51:18,UPDATE
6429,Employees,140,salary,57924,65266,1019.0,2024-04-08 02:10:29,UPDATE
172,products,5052,price,767.84,823.5,2209.0,2024-10-28 12:00:48,UPDATE
7585,products,5069,,2761.79,2520.24,314.0,,UPDATE
2070,products,5693,price,424.25,456.27,1627.0,2026-02-04 00:50:32,UPDATE
7957,products,611,price,3311.92,3063.84,1529.0,2025-10-21 07:40:02,UPDATE
717,employees,2597,salary,57052,62811,2039.0,2024-10-01 08:56:15,UPDATE
1642,PRODUCTS,3191,price,2239.29,2058.69,731.0,,UPDATE
9511,employees,1157,salary,37138,43291,773.0,2025-07-22 18:00:08,UPDATE
2344,products,719,price,1611.09,1525.56,731.0,2025-03-07 22:11:12,UPDATE
1551,products,64,price,1234.83,1123.5,212.0,2024-09-01 08:56:30,UPDATE
6696,products,2296,price,1120.4,1220.65,2903.0,2025-01-25 16:04:49,UPDATE
6412,PRODUCTS,525,price,1372.11,1408.06,162.0,2025-05-29 23:02:38,UPDATE
7475,products,1267,price,459.67,434.42,2131.0,2024-02-08 21:28:35,
1876,products,4293,price,4266.83,4642.57,194.0,2024-10-21 22:54:00,UPDATE
9039,products,2616,price,4113.77,4006.29,2908.0,2024-08-26 21:06:18,UPDATE
