transcript_id,call_id,transcript_text,sentiment_score
347,347,Customer called about technical support. Mentioned service was average. Strategy weight pattern now former lay.,0.58
348,348,Customer called about billing issue. Mentioned service was complaint. Maintain improve appear central western method.,0.38
349,349,Customer called about order inquiry. Mentioned service was okay. Hot citizen network stage remember yeah seven.,0.5
350,350,Customer called about product question. Mentioned service was waste of time. Ever rock fine ten general rule without.,0.25
351,351,Customer called about technical support. Mentioned service was perfect. Likely technology good guess meet common.,0.71
352,352,Customer called about product question. Mentioned service was happy. Expert guess production moment hot crime.,0.93
353,353,Customer called about order inquiry. Mentioned service was status. Close for would who if.,0.46
354,354,Customer called about complaint. Mentioned service was okay. Customer be especially across health its alone.,0.44
355,355,Customer called about technical support. Mentioned service was slow. Stock production authority east.,0.18
356,356,Customer called about order inquiry. Mentioned service was average. Page recently them national similar sure.,0.46
357,357,Customer called about technical support. Mentioned service was great. Nation sit whole.,0.89
358,358,Customer called about billing issue. Mentioned service was update. Imagine money there design economy enough.,0.56
359,359,Customer called about technical support. Mentioned service was great. Truth stuff base professor.,0.92
360,360,Customer called about return/refund. Mentioned service was excellent. Republican quickly population.,0.73
361,361,Customer called about order inquiry. Mentioned service was thank you. Street board drug director wall increase soldier teacher.,0.92
362,362,Customer called about account access. Mentioned service was excellent. Religious per mother ball letter stand success.,0.94
363,363,Customer called about product question. Mentioned service was broken. Lawyer art court table glass democratic father.,0.16
364,364,Customer called about technical support. Mentioned service was happy. Bar surface various development light.,0.64
365,365,Customer called about product question. Mentioned service was satisfied. Herself article market civil.,0.65
366,366,Customer called about return/refund. Mentioned service was happy. Between population prepare old heart vote.,0.94
367,367,Customer called about account access. Mentioned service was angry. Study friend face population finally.,0.34
368,368,Customer called about complaint. Mentioned service was status. Off many heavy.,0.59
369,369,Customer called about return/refund. Mentioned service was fine. Nearly across away two individual responsibility ahead.,0.56
370,370,Customer called about product question. Mentioned service was broken. Party physical establish fish second.,0.39
371,371,Customer called about return/refund. Mentioned service was great. Beautiful the process second company science nearly.,0.99
372,372,Customer called about product question. Mentioned service was status. Land part some week work baby accept.,0.47
373,373,Customer called about return/refund. Mentioned service was satisfied. Bar suffer weight base human.,0.64
374,374,Customer called about technical support. Mentioned service was okay. Scene view something east.,0.43
375,375,Customer called about complaint. Mentioned service was fine. Build rich grow task ago owner day sort.,0.57
376,376,Customer called about return/refund. Mentioned service was standard. Sell heart government total worry six wonder.,0.53
377,377,Customer called about technical support. Mentioned service was terrible. Green upon like article red care a alone.,0.26
